seed,sleep
2997,19
2998,57
2999,42
3000,21
3001,10
3002,7
3003,14
3004,25
3005,45
3006,42
3007,41
3008,36
3009,9
3010,38
3011,35
3012,32
3013,25
3014,29
3015,51
3016,60
3017,6
3018,12
3019,32
3020,43
3021,47
3022,13
3023,53
3024,14
3025,6
3026,12
3027,50
3028,32
3029,20
3030,7
3031,45
3032,22
3033,21
3034,29
3035,12
3036,27
3037,23
3038,28
3039,44
3040,56
3041,45
3042,17
3043,52
3044,57
3045,39
3046,39
3047,8
3048,26
3049,37
3050,40
3051,5
3052,15
3053,36
3054,57
3055,6
3056,45
3057,60
3058,21
3059,26
3060,13
3061,27
3062,11
3063,44
3064,40
3065,31
3066,55
3067,53
3068,9
3069,21
3070,41
3071,11
3072,38
3073,9
3074,60
3075,42
3076,13
3077,36
3078,7
3079,38
3080,58
3081,55
3082,19
3083,27
3084,11
3085,40
3086,58
3087,50
3088,18
3089,16
3090,49
3091,47
3092,19
3093,30
3094,17
3095,43
3096,49
3097,52
3098,33
3099,27
3100,15
3101,22
3102,51
3103,27
3104,40
3105,59
3106,17
3107,18
3108,34
3109,58
3110,25
3111,13
3112,22
3113,40
3114,47
3115,54
3116,54
3117,5
3118,10
3119,47
3120,57
3121,25
3122,24
3123,60
3124,50
3125,55
3126,25
3127,7
3128,10
3129,44
3130,5
3131,23
3132,56
3133,12
3134,15
3135,50
3136,22
3137,17
3138,37
3139,40
3140,27
3141,60
3142,33
3143,10
3144,31
3145,37
3146,39
3147,58
3148,31
3149,12
3150,10
3151,42
3152,34
3153,25
3154,16
3155,23
3156,20
3157,45
3158,32
3159,48
3160,49
3161,23
3162,7
3163,6
3164,58
3165,5
3166,45
3167,59
3168,22
3169,9
3170,60
3171,47
3172,25
3173,25
3174,40
3175,46
3176,23
3177,8
3178,55
3179,50
3180,20
3181,59
3182,49
3183,38
3184,13
3185,21
3186,43
3187,8
3188,55
3189,29
3190,31
3191,22
3192,42
3193,19
3194,21
3195,25
3196,56
3197,39
3198,36
3199,33
3200,50
3201,12
3202,32
3203,28
3204,15
3205,38
3206,8
3207,19
3208,50
3209,56
3210,35
3211,29
3212,6
3213,20
3214,10
3215,24
3216,11
3217,57
3218,16
3219,13
3220,33
3221,5
3222,53
3223,28
3224,38
3225,31
3226,12
3227,38
3228,20
3229,36
3230,23
3231,22
3232,30
3233,32
3234,35
3235,49
3236,8
3237,15
3238,50
3239,59
3240,38
3241,27
3242,17
3243,20
3244,14
3245,19
3246,56
3247,24
3248,55
3249,14
3250,16
3251,40
3252,21
3253,39
3254,6
3255,16
3256,19
3257,60
3258,57
3259,51
3260,31
3261,50
3262,15
3263,20
3264,53
3265,40
3266,13
3267,58
3268,42
3269,48
3270,15
3271,52
3272,20
3273,38
3274,54
3275,24
3276,56
3277,60
3278,59
3279,55
3280,50
3281,52
3282,6
3283,51
3284,34
3285,55
3286,59
3287,17
3288,8
3289,31
3290,15
3291,29
3292,37
3293,29
3294,18
3295,29
3296,39
3297,38
3298,36
3299,11
3300,13
3301,59
3302,10
3303,39
3304,5
3305,57
3306,10
3307,5
3308,52
3309,20
3310,52
3311,30
3312,33
3313,48
3314,22
3315,31
3316,27
3317,47
3318,30
3319,21
3320,51
3321,9
3322,53
3323,15
3324,42
3325,20
3326,52
3327,18
3328,59
3329,7
3330,53
3331,59
3332,8
3333,37
3334,56
3335,9
3336,49
3337,33
3338,20
3339,33
3340,50
3341,54
3342,53
3343,47
3344,13
3345,43
3346,45
3347,37
3348,23
3349,5
3350,43
3351,14
3352,27
3353,47
3354,27
3355,28
3356,58
3357,24
3358,37
3359,46
3360,49
3361,21
3362,13
3363,6
3364,35
3365,56
3366,51
3367,58
3368,59
3369,17
3370,43
3371,30
3372,26
3373,35
3374,24
3375,33
3376,13
3377,35
3378,57
3379,23
3380,56
3381,49
3382,26
3383,27
3384,59
3385,45
3386,43
3387,29
3388,30
3389,42
3390,30
3391,49
3392,37
3393,24
3394,48
3395,57
3396,53
3397,41
3398,58
3399,20
3400,17
3401,32
3402,18
3403,21
3404,37
3405,15
3406,37
3407,13
3408,56
3409,43
3410,38
3411,53
3412,39
3413,54
3414,37
3415,58
3416,57
3417,46
3418,35
3419,26
3420,21
3421,32
3422,24
3423,34
3424,46
3425,38
3426,8
3427,55
3428,51
3429,17
3430,21
3431,34
3432,49
3433,9
3434,6
3435,17
3436,43
3437,11
3438,59
3439,21
3440,55
3441,5
3442,57
3443,60
3444,18
3445,16
3446,44
3447,16
3448,47
3449,28
3450,44
3451,56
3452,22
3453,5
3454,48
3455,47
3456,6
3457,6
3458,43
3459,15
3460,58
3461,60
3462,24
3463,57
3464,20
3465,30
3466,57
3467,36
3468,52
3469,28
3470,59
3471,27
3472,10
3473,42
3474,32
3475,55
3476,12
3477,49
3478,6
3479,54
3480,16
3481,5
3482,43
3483,39
3484,22
3485,27
3486,52
3487,18
3488,60
3489,29
3490,17
3491,25
3492,16
3493,55
3494,16
3495,36
3496,47
3497,14
3498,44
3499,42
3500,37
3501,31
3502,42
3503,45
3504,60
3505,19
3506,5
3507,8
3508,32
3509,43
3510,7
3511,46
3512,46
3513,46
3514,13
3515,37
3516,10
3517,31
3518,24
3519,26
3520,45
3521,45
3522,57
3523,44
3524,17
3525,50
3526,8
3527,26
3528,13
3529,25
3530,47
3531,52
3532,22
3533,36
3534,35
3535,43
3536,26
3537,22
3538,46
3539,9
3540,34
3541,56
3542,53
3543,15
3544,11
3545,37
3546,21
3547,40
3548,50
3549,30
3550,43
3551,33
3552,31
3553,47
3554,15
3555,43
3556,31
3557,54
3558,13
3559,48
3560,47
3561,57
3562,54
3563,55
3564,12
3565,42
3566,54
3567,12
3568,58
3569,16
3570,52
3571,35
3572,23
3573,48
3574,51
3575,11
3576,48
3577,53
3578,32
3579,21
3580,22
3581,55
3582,12
3583,45
3584,27
3585,37
3586,57
3587,39
3588,56
3589,9
3590,5
3591,7
3592,43
3593,5
3594,54
3595,13
3596,12
3597,31
3598,29
3599,55
3600,35
3601,6
3602,25
3603,45
3604,57
3605,13
3606,10
3607,49
3608,30
3609,46
3610,42
3611,52
3612,19
3613,8
3614,18
3615,31
3616,6
3617,8
3618,43
3619,55
3620,30
3621,13
3622,40
3623,51
3624,50
3625,24
3626,31
3627,30
3628,58
3629,39
3630,8
3631,52
3632,58
3633,33
3634,39
3635,14
3636,40
3637,13
3638,46
3639,18
3640,42
3641,15
3642,58
3643,10
3644,41
3645,35
3646,23
3647,22
3648,21
3649,18
3650,30
3651,48
3652,5
3653,60
3654,45
3655,60
3656,8
3657,38
3658,54
3659,54
3660,9
3661,5
3662,45
3663,23
3664,14
3665,54
3666,14
3667,58
3668,53
3669,37
3670,13
3671,12
3672,26
3673,5
3674,52
3675,57
3676,25
3677,58
3678,14
3679,26
3680,42
3681,53
3682,9
3683,10
3684,28
3685,18
3686,21
3687,33
3688,26
3689,48
3690,36
3691,35
3692,39
3693,38
3694,10
3695,10
3696,25
3697,33
3698,29
3699,54
3700,30
3701,39
3702,35
3703,40
3704,32
3705,38
3706,9
3707,19
3708,14
3709,46
3710,30
3711,58
3712,60
3713,37
3714,25
3715,14
3716,9
3717,14
3718,14
3719,7
3720,29
3721,46
3722,41
3723,12
3724,47
3725,9
3726,38
3727,22
3728,41
3729,24
3730,27
3731,47
3732,60
3733,51
3734,35
3735,30
3736,42
3737,57
3738,25
3739,52
3740,47
3741,44
3742,34
3743,37
3744,27
3745,19
3746,54
3747,37
3748,7
3749,51
3750,29
3751,55
3752,28
3753,26
3754,55
3755,37
3756,5
3757,20
3758,41
3759,9
3760,35
3761,12
3762,28
3763,32
3764,54
3765,44
3766,20
3767,39
3768,6
3769,38
3770,37
3771,12
3772,7
3773,41
3774,27
3775,7
3776,28
3777,16
3778,26
3779,22
3780,36
3781,35
3782,53
3783,31
3784,5
3785,56
3786,46
3787,54
3788,20
3789,46
3790,46
3791,35
3792,52
3793,51
3794,27
3795,48
3796,56
3797,59
3798,57
3799,55
3800,51
3801,15
3802,7
3803,53
3804,52
3805,35
3806,38
3807,47
3808,15
3809,58
3810,29
3811,49
3812,23
3813,48
3814,42
3815,35
3816,18
3817,6
3818,50
3819,34
3820,44
3821,43
3822,57
3823,47
3824,16
3825,44
3826,33
3827,25
3828,42
3829,25
3830,32
3831,41
3832,54
3833,60
3834,60
3835,45
3836,14
3837,37
3838,32
3839,30
3840,20
3841,28
3842,29
3843,23
3844,20
3845,18
3846,21
3847,20
3848,39
3849,42
3850,60
3851,28
3852,34
3853,20
3854,43
3855,26
3856,44
3857,45
3858,14
3859,25
3860,20
3861,14
3862,59
3863,53
3864,21
3865,40
3866,16
3867,39
3868,50
3869,50
3870,43
3871,12
3872,33
3873,35
3874,18
3875,49
3876,16
3877,43
3878,27
3879,43
3880,20
3881,50
3882,56
3883,10
3884,39
3885,36
3886,18
3887,23
3888,29
3889,22
3890,37
3891,17
3892,27
3893,59
3894,31
3895,25
3896,51
3897,6
3898,7
3899,17
3900,17
3901,43
3902,58
3903,15
3904,59
3905,40
3906,34
3907,10
3908,21
3909,37
3910,23
3911,49
3912,36
3913,31
3914,57
3915,25
3916,59
3917,48
3918,52
3919,49
3920,60
3921,49
3922,29
3923,8
3924,60
3925,12
3926,8
3927,26
3928,15
3929,53
3930,22
3931,44
3932,51
3933,40
3934,33
3935,24
3936,40
3937,31
3938,59
3939,35
3940,28
3941,19
3942,48
3943,10
3944,51
3945,10
3946,55
3947,45
3948,10
3949,37
3950,6
3951,59
3952,47
3953,42
3954,37
3955,26
3956,51
3957,57
3958,43
3959,11
3960,41
3961,20
3962,6
3963,7
3964,55
3965,11
3966,57
3967,51
3968,24
3969,10
3970,57
3971,42
3972,60
3973,30
3974,50
3975,13
3976,54
3977,41
3978,44
3979,38
3980,60
3981,17
3982,22
3983,23
3984,15
3985,16
3986,42
3987,19
3988,13
3989,13
3990,19
3991,21
3992,36
3993,55
3994,24
3995,14
3996,52
3997,44
3998,22
3999,18
4000,10
4001,13
4002,58
4003,47
4004,31
4005,16
4006,17
4007,60
4008,42
4009,6
4010,27
4011,39
4012,47
4013,35
4014,48
4015,13
4016,53
4017,57
4018,52
4019,22
4020,10
4021,51
4022,49
4023,44
4024,59
4025,49
4026,60
4027,22
4028,55
4029,43
4030,52
4031,19
4032,5
4033,14
4034,57
4035,18
4036,52
4037,41
4038,48
4039,5
4040,31
4041,13
4042,14
4043,36
4044,39
4045,7
4046,37
4047,25
4048,19
4049,47
4050,16
4051,34
4052,25
4053,47
4054,33
4055,19
4056,46
4057,45
4058,51
4059,22
4060,48
4061,50
4062,17
4063,11
4064,27
4065,36
4066,22
4067,27
4068,39
4069,42
4070,23
4071,18
4072,23
4073,40
4074,30
4075,9
4076,16
4077,29
4078,12
4079,42
4080,46
4081,11
4082,38
4083,59
4084,13
4085,50
4086,60
4087,34
4088,14
4089,32
4090,21
4091,51
4092,39
4093,17
4094,53
4095,55
4096,16
4097,52
4098,9
4099,21
4100,33
4101,25
4102,29
4103,37
4104,8
4105,27
4106,58
4107,60
4108,29
4109,52
4110,51
4111,29
4112,40
4113,13
4114,54
4115,50
4116,50
4117,39
4118,41
4119,14
4120,46
4121,7
4122,24
4123,44
4124,33
4125,38
4126,53
4127,41
4128,31
4129,18
4130,34
4131,18
4132,30
4133,10
4134,11
4135,39
4136,30
4137,12
4138,37
4139,48
4140,34
4141,52
4142,46
4143,15
4144,7
4145,17
4146,19
4147,20
4148,11
4149,43
4150,29
4151,31
4152,9
4153,58
4154,40
4155,18
4156,38
4157,17
4158,18
4159,36
4160,10
4161,17
4162,59
4163,11
4164,37
4165,13
4166,43
4167,17
4168,40
4169,41
4170,38
4171,45
4172,44
4173,32
4174,43
4175,30
4176,60
4177,46
4178,21
4179,48
4180,56
4181,35
4182,45
4183,45
4184,43
4185,55
4186,6
4187,27
4188,27
4189,54
4190,55
4191,18
4192,49
4193,46
4194,7
4195,17
4196,33
4197,18
4198,38
4199,48
4200,18
4201,57
4202,5
4203,14
4204,20
4205,34
4206,35
4207,10
4208,43
4209,22
4210,58
4211,46
4212,23
4213,30
4214,26
4215,52
4216,51
4217,47
4218,50
4219,24
4220,47
4221,10
4222,44
4223,12
4224,57
4225,36
4226,28
4227,44
4228,44
4229,46
4230,10
4231,19
4232,60
4233,13
4234,31
4235,20
4236,59
4237,6
4238,36
4239,23
4240,14
4241,38
4242,59
4243,45
4244,28
4245,52
4246,48
4247,14
4248,12
4249,37
4250,25
4251,25
4252,48
4253,51
4254,9
4255,28
4256,56
4257,58
4258,17
4259,17
4260,23
4261,38
4262,49
4263,32
4264,46
4265,51
4266,52
4267,29
4268,30
4269,7
4270,14
4271,33
4272,9
4273,23
4274,45
4275,47
4276,14
4277,38
4278,17
4279,58
4280,43
4281,36
4282,27
4283,14
4284,42
4285,14
4286,41
4287,32
4288,21
4289,52
4290,18
4291,12
4292,15
4293,13
4294,33
4295,59
4296,39
4297,32
4298,16
4299,58
4300,7
4301,24
4302,53
4303,35
4304,41
4305,10
4306,48
4307,28
4308,46
4309,11
4310,11
4311,36
4312,20
4313,38
4314,7
4315,6
4316,60
4317,50
4318,48
4319,56
4320,42
4321,10
4322,34
4323,57
4324,21
4325,52
4326,42
4327,21
4328,49
4329,40
4330,55
4331,29
4332,15
4333,20
4334,45
4335,12
4336,48
4337,57
4338,42
4339,51
4340,54
4341,38
4342,15
4343,36
4344,46
4345,45
4346,20
4347,5
4348,19
4349,14
4350,50
4351,43
4352,48
4353,54
4354,60
4355,14
4356,60
4357,45
4358,14
4359,59
4360,53
4361,56
4362,57
4363,42
4364,44
4365,16
4366,9
4367,11
4368,22
4369,11
4370,22
4371,44
4372,34
4373,41
4374,54
4375,21
4376,42
4377,31
4378,7
4379,50
4380,9
4381,14
4382,57
4383,33
4384,8
4385,27
4386,26
4387,21
4388,45
4389,31
4390,29
4391,6
4392,23
4393,46
4394,20
4395,18
4396,54
4397,10
4398,42
4399,51
4400,14
4401,20
4402,60
4403,38
4404,18
4405,33
4406,25
4407,60
4408,5
4409,53
4410,21
4411,31
4412,42
4413,38
4414,40
4415,13
4416,50
4417,26
4418,50
4419,41
4420,46
4421,39
4422,29
4423,17
4424,24
4425,11
4426,33
4427,46
4428,45
4429,22
4430,20
4431,56
4432,46
4433,21
4434,54
4435,24
4436,10
4437,28
4438,14
4439,33
4440,6
4441,29
4442,46
4443,33
4444,8
4445,45
4446,54
4447,54
4448,23
4449,37
4450,44
4451,54
4452,32
4453,34
4454,44
4455,58
4456,41
4457,52
4458,38
4459,17
4460,15
4461,58
4462,5
4463,22
4464,11
4465,58
4466,29
4467,50
4468,21
4469,17
4470,36
4471,35
4472,21
4473,37
4474,30
4475,13
4476,43
4477,36
4478,22
4479,60
4480,16
4481,49
4482,5
4483,18
4484,26
4485,21
4486,50
4487,50
4488,60
4489,57
4490,11
4491,47
4492,6
4493,32
4494,24
4495,25
4496,44
4497,51
4498,17
4499,26
4500,31
4501,54
4502,13
4503,46
4504,12
4505,20
4506,27
4507,53
4508,51
4509,35
4510,33
4511,16
4512,48
4513,58
4514,27
4515,32
4516,59
4517,32
4518,31
4519,28
4520,42
4521,11
4522,10
4523,40
4524,56
4525,33
4526,13
4527,11
4528,5
4529,56
4530,38
4531,59
4532,49
4533,29
4534,46
4535,35
4536,20
4537,30
4538,45
4539,51
4540,11
4541,31
4542,8
4543,48
4544,58
4545,23
4546,43
4547,15
4548,24
4549,22
4550,38
4551,12
4552,40
4553,47
4554,48
4555,26
4556,5
4557,14
4558,5
4559,10
4560,26
4561,53
4562,26
4563,33
4564,59
4565,17
4566,20
4567,28
4568,47
4569,41
4570,34
4571,21
4572,39
4573,15
4574,33
4575,30
4576,5
4577,11
4578,5
4579,11
4580,26
4581,51
4582,18
4583,24
4584,39
4585,12
4586,37
4587,54
4588,24
4589,10
4590,11
4591,39
4592,44
4593,23
4594,52
4595,8
4596,20
4597,58
4598,12
4599,48
4600,15
4601,33
4602,15
4603,15
4604,34
4605,21
4606,58
4607,49
4608,15
4609,33
4610,50
4611,58
4612,41
4613,6
4614,40
4615,29
4616,6
4617,12
4618,11
4619,24
4620,10
4621,45
4622,54
4623,29
4624,18
4625,21
4626,51
4627,29
4628,19
4629,34
4630,46
4631,43
4632,37
4633,40
4634,58
4635,28
4636,16
4637,32
4638,45
4639,56
4640,5
4641,42
4642,31
4643,43
4644,19
4645,23
4646,27
4647,37
4648,25
4649,35
4650,45
4651,59
4652,53
4653,52
4654,34
4655,52
4656,50
4657,21
4658,27
4659,22
4660,54
4661,15
4662,16
4663,19
4664,34
4665,25
4666,46
4667,6
4668,28
4669,35
4670,44
4671,55
4672,49
4673,23
4674,48
4675,20
4676,6
4677,11
4678,34
4679,51
4680,38
4681,57
4682,16
4683,17
4684,57
4685,29
4686,49
4687,43
4688,26
4689,40
4690,13
4691,7
4692,36
4693,31
4694,34
4695,55
4696,33
4697,28
4698,5
4699,17
4700,41
4701,18
4702,9
4703,36
4704,13
4705,47
4706,10
4707,51
4708,38
4709,49
4710,47
4711,40
4712,30
4713,44
4714,22
4715,18
4716,10
4717,32
4718,6
4719,39
4720,35
4721,50
4722,52
4723,26
4724,52
4725,5
4726,17
4727,44
4728,23
4729,58
4730,53
4731,60
4732,54
4733,56
4734,31
4735,33
4736,50
4737,37
4738,49
4739,23
4740,9
4741,7
4742,10
4743,27
4744,29
4745,46
4746,31
4747,29
4748,55
4749,46
4750,49
4751,53
4752,45
4753,54
4754,19
4755,23
4756,36
4757,30
4758,40
4759,5
4760,45
4761,32
4762,45
4763,23
4764,48
4765,36
4766,14
4767,30
4768,48
4769,57
4770,32
4771,30
4772,50
4773,54
4774,58
4775,42
4776,51
4777,43
4778,24
4779,35
4780,40
4781,28
4782,24
4783,31
4784,57
4785,42
4786,46
4787,54
4788,15
4789,27
4790,7
4791,32
4792,33
4793,33
4794,24
4795,9
4796,48
4797,19
4798,26
4799,19
4800,29
4801,6
4802,44
4803,26
4804,14
4805,16
4806,57
4807,36
4808,9
4809,54
4810,11
4811,16
4812,43
4813,7
4814,19
4815,46
4816,16
4817,5
4818,46
4819,38
4820,48
4821,32
4822,48
4823,32
4824,16
4825,23
4826,30
4827,33
4828,24
4829,39
4830,7
4831,15
4832,35
4833,15
4834,11
4835,47
4836,12
4837,35
4838,57
4839,51
4840,23
4841,51
4842,56
4843,24
4844,24
4845,30
4846,7
4847,42
4848,57
4849,22
4850,26
4851,53
4852,34
4853,9
4854,8
4855,53
4856,46
4857,50
4858,58
4859,23
4860,19
4861,34
4862,45
4863,24
4864,40
4865,18
4866,29
4867,9
4868,32
4869,7
4870,7
4871,55
4872,10
4873,28
4874,5
4875,23
4876,24
4877,8
4878,5
4879,7
4880,44
4881,7
4882,14
4883,60
4884,43
4885,60
4886,15
4887,35
4888,46
4889,10
4890,42
4891,13
4892,6
4893,52
4894,40
4895,13
4896,55
4897,11
4898,9
4899,50
4900,9
4901,43
4902,54
4903,47
4904,12
4905,17
4906,57
4907,11
4908,36
4909,32
4910,10
4911,12
4912,35
4913,50
4914,60
4915,33
4916,37
4917,51
4918,15
4919,39
4920,11
4921,13
4922,59
4923,28
4924,51
4925,59
4926,32
4927,37
4928,13
4929,10
4930,45
4931,37
4932,7
4933,51
4934,40
4935,20
4936,11
4937,51
4938,55
4939,29
4940,28
4941,38
4942,25
4943,40
4944,49
4945,41
4946,39
4947,30
4948,24
4949,20
4950,41
4951,49
4952,10
4953,14
4954,43
4955,30
4956,59
4957,54
4958,28
4959,52
4960,23
4961,27
4962,37
4963,28
4964,6
4965,5
4966,5
4967,14
4968,21
4969,52
4970,48
4971,49
4972,18
4973,46
4974,13
4975,16
4976,12
4977,58
4978,36
4979,52
4980,35
4981,47
4982,13
4983,22
4984,21
4985,57
4986,13
4987,60
4988,7
4989,16
4990,47
4991,27
4992,57
4993,52
4994,25
4995,17
4996,45
4997,11
4998,37
4999,55
5000,36
5001,14
5002,45
5003,21
5004,25
5005,17
5006,45
5007,12
5008,44
5009,47
5010,49
5011,20
5012,27
5013,56
5014,30
5015,54
5016,11
5017,22
5018,54
5019,29
5020,40
5021,27
5022,7
5023,45
5024,26
5025,19
5026,30
5027,7
5028,53
5029,31
5030,39
5031,22
5032,54
5033,56
5034,15
5035,21
5036,7
5037,52
5038,22
5039,51
5040,10
5041,26
5042,46
5043,31
5044,5
5045,54
5046,48
5047,22
5048,19
5049,46
5050,57
5051,60
5052,54
5053,50
5054,16
5055,21
5056,28
5057,57
5058,38
5059,45
5060,12
5061,15
5062,36
5063,17
5064,60
5065,41
5066,44
5067,42
5068,9
5069,31
5070,23
5071,57
5072,49
5073,48
5074,7
5075,21
5076,5
5077,6
5078,56
5079,43
5080,15
5081,26
5082,16
5083,30
5084,19
5085,42
5086,40
5087,57
5088,17
5089,7
5090,46
5091,39
5092,53
5093,59
5094,17
5095,34
5096,39
5097,47
5098,33
5099,42
5100,44
5101,26
5102,57
5103,27
5104,28
5105,12
5106,54
5107,55
5108,6
5109,31
5110,28
5111,16
5112,35
5113,60
5114,19
5115,51
5116,48
5117,51
5118,60
5119,45
5120,56
5121,52
5122,51
5123,45
5124,29
5125,53
5126,43
5127,5
5128,47
5129,60
5130,17
5131,44
5132,52
5133,36
5134,31
5135,53
5136,30
5137,15
5138,14
5139,48
5140,32
5141,29
5142,33
5143,57
5144,52
5145,51
5146,46
5147,52
5148,18
5149,21
5150,9
5151,49
5152,15
5153,41
5154,5
5155,24
5156,52
5157,16
5158,11
5159,14
5160,21
5161,16
5162,30
5163,21
5164,38
5165,46
5166,31
5167,25
5168,39
5169,51
5170,32
5171,36
5172,34
5173,12
5174,21
5175,43
5176,25
5177,21
5178,21
5179,51
5180,23
5181,29
5182,43
5183,37
5184,6
5185,36
5186,46
5187,37
5188,37
5189,17
5190,32
5191,22
5192,51
5193,46
5194,53
5195,31
5196,51
5197,7
5198,6
5199,31
5200,40
5201,10
5202,56
5203,22
5204,50
5205,56
5206,6
5207,6
5208,36
5209,48
5210,56
5211,29
5212,39
5213,27
5214,40
5215,35
5216,38
5217,33
5218,40
5219,52
5220,51
5221,50
5222,35
5223,42
5224,16
5225,56
5226,42
5227,53
5228,6
5229,43
5230,27
5231,18
5232,24
5233,32
5234,9
5235,19
5236,11
5237,15
5238,55
5239,43
5240,34
5241,45
5242,13
5243,36
5244,25
5245,59
5246,33
5247,60
5248,49
5249,14
5250,36
5251,55
5252,59
5253,21
5254,36
5255,26
5256,50
5257,38
5258,51
5259,56
5260,19
5261,54
5262,7
5263,28
5264,37
5265,21
5266,30
5267,57
5268,39
5269,46
5270,43
5271,11
5272,24
5273,13
5274,37
5275,13
5276,14
5277,9
5278,26
5279,17
5280,7
5281,6
5282,36
5283,35
5284,9
5285,41
5286,38
5287,8
5288,13
5289,45
5290,34
5291,41
5292,13
5293,41
5294,21
5295,10
5296,24
5297,27
5298,13
5299,34
5300,28
5301,7
5302,26
5303,11
5304,11
5305,44
5306,48
5307,12
5308,24
5309,47
5310,24
5311,42
5312,28
5313,16
5314,54
5315,5
5316,47
5317,53
5318,35
5319,30
5320,30
5321,45
5322,18
5323,10
5324,31
5325,59
5326,22
5327,36
5328,32
5329,47
5330,36
5331,29
5332,14
5333,32
5334,56
5335,18
5336,53
5337,32
5338,45
5339,54
5340,17
5341,22
5342,9
5343,56
5344,13
5345,34
5346,25
5347,28
5348,23
5349,56
5350,56
5351,33
5352,26
5353,20
5354,15
5355,34
5356,13
5357,50
5358,26
5359,56
5360,19
5361,36
5362,14
5363,11
5364,39
5365,42
5366,43
5367,33
5368,51
5369,25
5370,16
5371,10
5372,47
5373,25
5374,15
5375,22
5376,27
5377,47
5378,50
5379,12
5380,12
5381,29
5382,25
5383,53
5384,25
5385,24
5386,26
5387,59
5388,53
5389,60
5390,5
5391,17
5392,47
5393,46
5394,24
5395,45
5396,16
5397,15
5398,59
5399,40
5400,15
5401,35
5402,20
5403,10
5404,50
5405,38
5406,21
5407,50
5408,11
5409,8
5410,29
5411,52
5412,10
5413,30
5414,34
5415,36
5416,47
5417,14
5418,50
5419,14
5420,8
5421,12
5422,14
5423,45
5424,12
5425,58
5426,30
5427,43
5428,11
5429,23
5430,10
5431,41
5432,42
5433,11
5434,18
5435,59
5436,52
5437,24
5438,59
5439,57
5440,30
5441,16
5442,38
5443,33
5444,49
5445,22
5446,53
5447,26
5448,45
5449,16
5450,46
5451,56
5452,30
5453,21
5454,16
5455,15
5456,57
5457,51
5458,10
5459,18
5460,45
5461,38
5462,57
5463,54
5464,27
5465,48
5466,52
5467,34
5468,60
5469,47
5470,58
5471,10
5472,26
5473,38
5474,32
5475,56
5476,55
5477,24
5478,34
5479,56
5480,8
5481,13
5482,27
5483,16
5484,36
5485,19
5486,19
5487,9
5488,13
5489,53
5490,33
5491,32
5492,11
5493,28
5494,53
5495,19
5496,12
5497,25
5498,13
5499,17
5500,20
5501,44
5502,40
5503,25
5504,47
5505,36
5506,60
5507,26
5508,42
5509,45
5510,59
5511,35
5512,37
5513,47
5514,22
5515,54
5516,23
5517,6
5518,44
5519,48
5520,44
5521,16
5522,22
5523,17
5524,37
5525,40
5526,50
5527,58
5528,12
5529,24
5530,33
5531,16
5532,12
5533,8
5534,34
5535,38
5536,38
5537,40
5538,44
5539,41
5540,39
5541,52
5542,47
5543,29
5544,60
5545,31
5546,25
5547,43
5548,55
5549,26
5550,19
5551,26
5552,36
5553,14
5554,38
5555,51
5556,52
5557,59
5558,6
5559,52
5560,35
5561,56
5562,13
5563,5
5564,10
5565,40
5566,59
5567,6
5568,59
5569,13
5570,53
5571,60
5572,12
5573,8
5574,25
5575,24
5576,47
5577,17
5578,54
5579,9
5580,48
5581,8
5582,53
5583,19
5584,51
5585,16
5586,55
5587,28
5588,29
5589,46
5590,38
5591,44
5592,48
5593,28
5594,31
5595,18
5596,30
5597,51
5598,7
5599,43
5600,52
5601,19
5602,41
5603,5
5604,33
5605,52
5606,5
5607,31
5608,14
5609,54
5610,17
5611,9
5612,42
5613,45
5614,13
5615,55
5616,25
5617,53
5618,22
5619,23
5620,54
5621,33
5622,26
5623,38
5624,31
5625,36
5626,26
5627,56
5628,22
5629,38
5630,60
5631,24
5632,33
5633,55
5634,39
5635,26
5636,30
5637,47
5638,26
5639,30
5640,53
5641,22
5642,49
5643,5
5644,18
5645,58
5646,50
5647,34
5648,53
5649,24
5650,30
5651,32
5652,52
5653,52
5654,57
5655,59
5656,57
5657,48
5658,13
5659,16
5660,35
5661,17
5662,15
5663,44
5664,17
5665,9
5666,60
5667,22
5668,37
5669,58
5670,37
5671,15
5672,42
5673,59
5674,16
5675,47
5676,36
5677,12
5678,35
5679,20
5680,32
5681,16
5682,12
5683,58
5684,8
5685,38
5686,7
5687,49
5688,52
5689,10
5690,55
5691,52
5692,51
5693,11
5694,42
5695,13
5696,14
5697,41
5698,18
5699,46
5700,27
5701,28
5702,11
5703,11
5704,29
5705,36
5706,13
5707,26
5708,41
5709,38
5710,18
5711,43
5712,19
5713,53
5714,43
5715,41
5716,33
5717,43
5718,23
5719,11
5720,13
5721,31
5722,58
5723,11
5724,52
5725,17
5726,50
5727,13
5728,16
5729,49
5730,22
5731,22
5732,55
5733,48
5734,25
5735,15
5736,33
5737,50
5738,26
5739,39
5740,11
5741,53
5742,10
5743,30
5744,5
5745,8
5746,17
5747,26
5748,32
5749,20
5750,56
5751,26
5752,32
5753,42
5754,12
5755,26
5756,9
5757,35
5758,43
5759,36
5760,24
5761,20
5762,29
5763,60
5764,50
5765,8
5766,27
5767,26
5768,15
5769,10
5770,40
5771,22
5772,34
5773,5
5774,55
5775,56
5776,44
5777,45
5778,15
5779,59
5780,14
5781,52
5782,40
5783,41
5784,26
5785,48
5786,52
5787,34
5788,59
5789,60
5790,49
5791,9
5792,55
5793,29
5794,57
